email,razao_social,nome_fantasia,cnpj,uf,municipio,situacao_cadastral,exemplo_produto_licitado
licitacao@govendasonline.com.br,GO VENDAS ELETRONICAS LTDA,,36521392000262,SC,Lages,Ativa,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021
nfe@vitalscheffer.com.br,ALP COMERCIO DE PRODUTOS PARA SAUDE LTDA,SCHEFFER SOLUCOES,43134552000103,PR,Pinhais,Ativa,"ARTIGOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
fiscal@sulmedic.com,SULMEDIC COMERCIO DE MEDICAMENTOS LTDA,SULMEDIC COMERCIAL,09944371000104,SC,Joinville,Ativa,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021
fiscal@cantustore.com.br,CPX DISTRIBUIDORA S.A.,PNEUSTORE.COM.BR,10158356000101,SC,Itajaí,Ativa,PNEUS E CORRELATOS - LEI 14.133/2021
fufasc@fufasc.com.br,FUFA-SC COMERCIO E REPRESENTACAO LTDA,FUFA-SC,07164711000140,SC,Florianópolis,Ativa,CURATIVOS PARA TRATAMENTO DE FERIDAS - LEI 14.133/2021
gerencia@nutrisc.com.br,NSC COMERCIO DE ALIMENTOS LTDA,NSC COMERCIO DE ALIMENTOS,33842718000184,SC,Chapecó,Ativa,CAFÉS - LEI 14.133/2021
fraldariakinderbaby.com@gmail.com,KINDERBABY COMERCIO DE FRALDAS E ACESSORIOS LTDA.,FRALDARIA KINDERBABY.COM,49512790000183,SC,Chapecó,Ativa,CAFÉS - LEI 14.133/2021
cobrancasmc39@gmail.com,MC COMERCIO DE ALIMENTOS E TRANSPORTES LTDA,,39649812000106,SC,Planalto Alegre,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
licitacao@mralimentos.com.br,MR ALIMENTOS SAUDAVEIS LTDA,MR ALIMENTOS SAUDAVEIS,22077561000121,PR,Cambé,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
esfera@mhnet.com.br,ESFERA ATACADISTA LTDA,ESFERA ATACADISTA,53249086000157,SC,Maravilha,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
ourolimpe@hotmail.com,OUROLIMPE ATACADISTA LTDA,OURO LIMPE,35193845000125,SC,Campos Novos,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
helio.damasio@nutriport.com.br,NUTRIPORT COMERCIAL LTDA.,,03612312000497,SC,São José,Ativa,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021
printsulatacadista@gmail.com,PRINTSUL COMERCIO ATACADISTA LTDA,,19032430000113,SC,Guaramirim,Ativa,"CADERNOS, PAPÉIS E CORRELATOS - LEI 14.133/2021"
juridico@quimaflex.com.br,QUIMAFLEX CIENTIFICA LTDA,QUIMAFLEX,13224500000159,SP,Araraquara,Ativa,PRODUTOS QUÍMICOS PARA TRATAMENTO DE ÁGUA E ESGOTO E REAGENTES DE LABORATÓRIO - LEI 14.133/2021
financeirokripton@gmail.com,ATTLAS SPORTS LTDA,,11669001000140,MG,São João del Rei,Ativa,MATERIAIS ESPORTIVOS - LEI 14.133/2021
procirurgicacco@gmail.com,PRO CIRURGICA CHAPECO PRODUTOS PARA  SAUDE LTDA,,17184520000102,SC,Chapecó,Ativa,"MATERIAIS PARA FISIOTERAPIA, PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE E CORRELATOS - LEI 14.133/2021"
dentemed@dentemed.com.br,DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA,DENTEMED EQUIPAMENTOS ODONTOLOGICOS,07897039000100,MG,Belo Horizonte,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
eduardo-egc@outlook.com,EDUARDO GUERRA DO CARMO,,23647237000164,PR,Cascavel,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
contato@maxipapelaria.com.br,SUPREMA MOVEIS E INFORMATICA LTDA,SUPREMA INFORMATICA,34180582000157,SC,Herval d'Oeste,Ativa,SUPRIMENTOS PRA IMPRESSÃO - LEI 14.133/2021
tecsullicitacao@gmail.com,TECH-SUL MEDICAL INDUSTRIA E COMERCIO LTDA,TECH-SUL MEDICAL,21831246000185,SC,Barra Velha,Ativa,"ARTIGOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
nextlicitacoes@gmail.com,NEXT ESPORTES LTDA,NEXT ESPORTES,53728891000163,SC,Balneário Camboriú,Ativa,MATERIAIS ESPORTIVOS - LEI 14.133/2021
financeiro@rsmed.com.br,RS MED LTDA,,03840189000119,MG,Contagem,Ativa,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021
mobiliaurbana.adm@gmail.com,MOBILIA URBANA COMERCIO E SERVICOS LTDA,MOBILIA URBANA,54960622000190,SC,São José,Ativa,MÓVEIS PARA ESCRITÓRIO - LEI 14.133/2021
blumenau@dicapel.com.br,DICAPEL PAPEIS E EMBALAGENS LTDA,DICAPEL PAPEIS,83413591000318,SC,Blumenau,Ativa,"CADERNOS, PAPÉIS E CORRELATOS - LEI 14.133/2021"
licitacao.cgconexoes@gmail.com,GAMBA CONEXOES COMERCIO ATACADISTA DE ALIMENTOS LTDA,C & G CONEXOES,40738368000176,SC,Lages,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
denner.menegati@cobermedsul.com.br,COBERMED SUL COMERCIO DE MATERIAIS MEDICOS LTDA,COBERMED SUL,35462689000150,SC,São José,Ativa,CURATIVOS PARA TRATAMENTO DE FERIDAS - LEI 14.133/2021
waj@wajconsultoria.com.br,ALFA MED SISTEMAS MEDICOS LTDA,,11405384000149,MG,Lagoa Santa,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
mhcomerico@gmail.com,MH COMERCIO LTDA,MH COMERCIO,57765012000124,SC,Indaial,Ativa,UTENSÍLIOS DE COZINHA - LEI 14.133/2021
contato@macrosul.com,COMERCIO DE MATERIAIS MEDICOS HOSPITALARES MACROSUL LTDA,,95433397000111,PR,Curitiba,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
licitacao2@kcrequipamentos.com.br,B. D. R. COMERCIO DE EQUIPAMENTOS LTDA,,52496119000109,SP,Araçatuba,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
societario@eteconcontabilidade.com.br,WELMY-INDUSTRIA E COMERCIO LTDA,,51425213000104,SP,Santa Bárbara d'Oeste,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
sebmedsaude@hotmail.com,SEBMED PRODUTOS PARA A SAUDE LTDA,SEBMED,33154286000119,SC,São José,Ativa,PRODUTOS SANEANTES - LEI 14.133/2021
denis.silva@volkswagen.com.br,VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS LTDA,VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS,06020318000110,SP,São Paulo,Ativa,CAMINHÃO CAÇAMBA E CAMINHÃO CHASSI - LEI 14.133/2021 (RENOVADO)
dentalmedmais@gmail.com,DENTAL MED + LTDA,DENTAL MED+,72150550000106,PR,Francisco Beltrão,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
financeiro@trademedical.com.br,TRADE MEDICAL COMERCIO DE MATERIAIS HOSPITALARES LTDA,TRADE MEDICAL,06555143000146,SC,Palhoça,Ativa,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021
jtmedicamentos@gmail.com,JT MEDICAMENTOS LTDA,,51892897000146,PR,Francisco Beltrão,Ativa,ÁLCOOL EM GEL E LÍQUIDO  - LEI 14.133/2021
neodir.arcego@gmail.com,ARCEGO REPRESENTACOES COMERCIAIS LTDA,,01418445000159,SC,Chapecó,Ativa,"NOTEBOOKS, TABLETS E GABINETES DE RECARGA - LEI 14.133/2021"
balbinotisolucoeseletricas@gmail.com,BALBINOTI SOLUCOES ELETRICAS E TECNOLOGIA LTDA,,56099508000143,RS,Erechim,Ativa,MATERIAIS ELÉTRICOS PARA EDIFICAÇÕES - LEI 14.133/2021
lilian.ribeiro@rioclarense.com.br,COMERCIAL CIRURGICA RIOCLARENSE LTDA,,67729178000572,PR,Londrina,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
legalizacao@confianca-contabilidade.com,OCTO FARMACO LTDA,OCTO FARMACO,29404097000180,SP,Leme,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
viviane.barreto@cristalia.com.br,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,LABORATORIO CRISTALIA,44734671002286,SP,Itapira,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
comercial01.vertice@gmail.com,VERTICE MEDICAMENTOS LTDA,VERTICE MEDICAMENTOS,60146737000149,PR,Francisco Beltrão,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
topnorte1@gmail.com,TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,TOP NORTE,22862531000126,RS,Barão de Cotegipe,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
nexxa@nexxafarma.com.br,NEXXA FARMACEUTICA LTDA,,61812902000117,PR,Pato Branco,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
financeiro@promefarma.com.br,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,,81706251000198,PR,Curitiba,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
dellydistribuidora@gmail.com,DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA,DISTRIBUIDORA DE MEDICAMENTOS DELLY,25279552000101,PR,Ouro Verde do Oeste,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
inovamed@inovamedhospitalar.com,INOVAMED HOSPITALAR LTDA,,12889035000102,RS,Erechim,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
fiscal@mafrahospitalar.com.br,CM HOSPITALAR S.A.,,12420164002109,RS,Nova Santa Rita,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
dimebras@dimebras.com.br,DIMEBRAS - DISTRIBUIDORA DE MEDICAMENTOS BRASIL LTDA,DIMEBRAS,76472349000198,PR,Cascavel,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
pontamed@pontamed.com.br,PONTAMED FARMACEUTICA LTDA,PONTAMED,02816696000154,PR,Ponta Grossa,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
adm@phoenixdist.com.br,PHOENIX DISTRIBUIDORA E IMPORTADORA DE PRODUTOS FARMACEUTICOS E CORRELATOS LTDA,,45107793000180,RJ,Niterói,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
gerencia@conquistamedicamentos.com.br,CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,CONQUISTA MEDICAMENTOS,12418191000195,SC,Camboriú,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
adm@santinimedicamentos.com.br,SANTINI MEDICAMENTOS LTDA,SANTINI MEDICAMENTOS,58676108000189,PR,Francisco Beltrão,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
ricghelere@gmail.com,DELTA MEDICAMENTOS LTDA,,51696319000134,SC,Araranguá,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
financeiro@dosulpneus.com.br,DO SUL PNEUS JOINVILLE LTDA,,26723181000178,SC,Araquari,Ativa,PNEUS E CORRELATOS - LEI 14.133/2021
ilgfarma@ilgfarma.com.br,ILG COMERCIAL LTDA,ILG,20657155000102,PR,Pato Branco,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
moveisescolares.financeiro@gmail.com,SUDESTE INDUSTRIA E COMERCIO DE MOVEIS ESCOLARES LTDA,SUDESTE,05010382000158,MG,Poços de Caldas,Ativa,MOBILIÁRIO ESCOLAR - LEI 14.133/2021
tributario@gazin.com.br,GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS S.A,GAZIN S.A.,77941490000155,PR,Douradina,Ativa,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021
ferrallyembalagens09@gmail.com,FERRALLY - COMERCIO DE EMBALAGENS LTDA,,00528262000123,PR,Curitiba,Ativa,MATERIAIS DESCARTÁVEIS - LEI 14.133/2021
rsvarejo15@gmiail.com,R.S. VAREJO LTDA,R.S. DISTRIBUIDORA,31322368000108,SC,Lages,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, ELETRÔNICOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)"
licitashoppecia@gmail.com,LICITA SHOP COMERCIO E SERVICOS LTDA,LICITA SHOP,50958011000157,SP,São Paulo,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, ELETRÔNICOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)"
administrativo@plaxis.com.br,PLAXIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS TECNOLOGICOS LTDA,,30670371000141,SP,Sertãozinho,Ativa,EQUIPAMENTOS DE REDE DE DADOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)
dentalipo@gmail.com,DENTAL IPO LTDA,DENTAL IPO,50567060000169,SC,Iporã do Oeste,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
contabilidade@grupometronorte.com.br,METRONORTE COMERCIAL DE VEICULOS LTDA,METRONORTE,05035532001826,SC,Florianópolis,Ativa,"VEÍCULOS NOVOS, ZERO KM - LEI 14.133/2021"
amablyhoff@hotmail.com,FEMANN COMERCIO E SERVICOS LTDA,,50704028000188,SC,Palhoça,Ativa,UTENSÍLIOS DE COZINHA - LEI 14.133/2021
financeiro@passarelafeliz.com.br,BRINQUEDOLANDIA COMERCIO DE ARTIGOS INFANTIS LTDA,,62199551000183,RS,Feliz,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
comercial.filial@genialrs.com.br,GENIAL PRODUTOS PARA LIMPEZA LTDA,GENIAL PRODUTOS HOSPITALARES LTDA.,04415316000286,RS,Passo Fundo,Ativa,CURATIVOS PARA TRATAMENTO DE FERIDAS - LEI 14.133/2021
contatol2tecnologia@gmail.com,L2 TECNOLOGIA LTDA,L2 TECNOLOGIA,44189336000110,SC,Palhoça,Ativa,COMPUTADORES - LEI 14.133/2021
3b@3bcomercial.com.br,3B COMERCIAL LTDA,3B COMERCIAL,44899803000103,SC,Itapema,Ativa,PRODUTOS SANEANTES - LEI 14.133/2021
contabilidade03@marluvas.com.br,MARLUVAS EQUIPAMENTOS DE SEGURANCA LTDA,,19653054002047,MG,Dores de Campos,Ativa,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021
la-junimed@hotmail.com,L A DALLA PORTA JUNIOR LTDA,JUNIMED DISTRIBUIDORA,11145401000156,RS,Santa Maria,Ativa,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021
fiscal@cromus.com.br,CROMUS INDUSTRIA E COMERCIO LTDA,,73196644000170,SP,Mauá,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
keila@belmicro.com.br,BELMICRO TECNOLOGIA S/A,,71052559000537,ES,Serra,Ativa,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021
fiscal@lojasmm.com.br,MERCADOMOVEIS LTDA,LOJAS MM,77500049029039,PB,Campina Grande,Ativa,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021
licitacao.mafran@hotmail.com,FRANCA MAQUINAS LTDA,,37401359000180,PR,Pérola,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
carlos_lussani@hotmail.com,CARLOS ENRIQUE LUSSANI,,19941698000178,RS,Severiano de Almeida,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
nunesfarma@nunesfarma.com.br,NUNESFARMA PRODUTOS FARMACEUTICOS LTDA,NESH,75014167000100,PR,Curitiba,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
rodrigo@repremig.com.br,REPREMIG REPRESENTACAO E COMERCIO DE MINAS GERAIS LTDA,,65149197000251,ES,Serra,Ativa,SMART TVS - LEI 14.133/2021
digicontjaragua@gmail.com,TECNOBLU COMERCIO DE REFRIGERACAO LTDA,TECNOFORTE,21613975000165,ES,Cariacica,Ativa,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021
athena.negocios@gmail.com,ATHENA COMERCIO DE PRODUTOS ODONTOLOGICOS MEDICOS E HOSPITALARES LTDA,ATHENA COMERCIO DE PRODUTOS,34412925000161,SP,São José dos Campos,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
licita@emigeodonto.com.br,EMIGE MATERIAIS ODONTOLOGICOS LTDA,,71505564000124,MG,Belo Horizonte,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
vendas@absolutamed.com.br,ABSOLUTA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA.,,15131757000191,RS,Santa Cruz do Sul,Ativa,MATERIAIS ODONTOLÓGICOS - LEI 14.133/2021
nutriclinsaude@nutriclinsaude.com.br,NUTRICLIN SAUDE COMERCIO DE PRODUTOS NUTRICIONAIS LTDA,,12694747000176,PR,São José dos Pinhais,Ativa,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021
liceri@liceri.com.br,LICERI COMERCIO DE PRODUTOS EM GERAL LTDA,LICERI COMERCIO DE PRODUTOS EM GERAL LTDA,26950671000107,RS,Taquaruçu do Sul,Ativa,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021
contato@kdepis.com.br,RAFAEL KUHN LTDA,,14255257000107,SC,Saudades,Ativa,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021
adm.ambcambe@gmail.com,AMB DISTRIBUIDORA DE EQUIPAMENTOS E MATERIAIS HOSPITALARES LTDA,AMB DISTRIBUIDORA,37885137000180,PR,Cambé,Ativa,"EQUIPAMENTOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
sac@rdalimentos.com.br,ACF ATACADO E LOGISTICA LTDA,,46985752000150,PR,Curitiba,Ativa,ALIMENTOS NÃO PERECÍVEIS E CORRELATOS - LEI 14.133/2021
geni_makximovitz@hotmail.com,IPE DISTRIBUIDORA LTDA,,60353064000106,RS,Getúlio Vargas,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
financeiro@sumay.com.br,SUMAY DO BRASIL LTDA,,09625361000440,SC,Navegantes,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, ELETRÔNICOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)"
nutriele@nutriele.com.br,"NUTRI-ELE DISTRIBUIDORA DE NUTRICAO, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA",NUTRI-L,46381269000166,RS,Porto Alegre,Ativa,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021"
fiscal@hartmannbr.info,BACE COMERCIO INTERNACIONAL LTDA,HARTMANN,47411780000126,SP,Barueri,Ativa,CURATIVOS PARA TRATAMENTO DE FERIDAS - LEI 14.133/2021
controladoria@cardiotronic.com.br,CARDIOTRONIC IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA,CARDIOTRONIC PRODUTOS MEDICOS,05375586000192,SC,Florianópolis,Ativa,CURATIVOS PARA TRATAMENTO DE FERIDAS - LEI 14.133/2021
nilvanio.chaves@onfinity.com.br,ONFINITY COMERCIAL LTDA,ONFINITY,08474752000104,SC,Chapecó,Ativa,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021"
lenoirpompeo2017@gmail.com,L&S COMERCIO E SERVICOS DE LIMPEZA LTDA,L&S DISTRIBUIDORA,28086462000192,SC,Videira,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
contatodmlicita@gmail.com,DM LICITA COMERCIO E ASSESSORIA LTDA,DM LICITA,46613430000180,PR,Maringá,Ativa,SUPRIMENTOS PRA IMPRESSÃO - LEI 14.133/2021
contato@ledflex.com.br,DETECH COMERCIO E MONTAGEM DE PRODUTOS E SISTEMAS ELETROELETRONICOS LTDA,LEDFLEX,33785289000150,SC,Palhoça,Ativa,IMPRESSORAS - LEI 14.133/2021
adm.kfprodutosdelimpeza@gmail.com,KF COMERCIO DE PRODUTOS DE LIMPEZA LTDA,KF,29755673000133,PR,Cascavel,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
contato@cepalab.com.br,CEPALAB LABORATORIOS S.A,CEPALAB,02248312000144,MG,São José da Lapa,Ativa,"TIRAS, DISPOSITIVOS E INSUMOS PARA CONTROLE GLICÊMICO - LEI 14.133/2021"
venanr@gmail.com,VENAN EMPREENDIMENTOS LTDA,VENAN OLIVER,26216675000166,MG,Betim,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
licitacao.telessolucoes@gmail.com,TELES SOLUCOES EMPRESARIAIS LTDA,TELES SOLUCOES,48566347000122,ES,Serra,Ativa,FRALDAS GERIÁTRICAS E INFANTIS - LEI 14.133/2021
financeiro@rolp.com.br,ROLP RENTAL LTDA,,10858746000194,PR,Ibaiti,Ativa,MASSA ASFÁLTICA DE CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA APLICAÇÃO À FRIO - LEI 14.133/2021
renovaquimicaasfalto@gmail.com,RENOVA COMERCIO DE PRODUTOS QUIMICOS E ASFALTICO LTDA,RENOVA,49149027000130,MT,Cuiabá,Ativa,MASSA ASFÁLTICA DE CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA APLICAÇÃO À FRIO - LEI 14.133/2021
contato@statuspro.com.br,STATUS PRO HIGIENE E LIMPEZA LTDA,,39357755000183,SP,Osasco,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
lopes.limpeza@gmail.com,LOPES LIMPEZA LTDA,LOPES LIMPEZA,53121054000171,SC,Pinhalzinho,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
lojavitoriarp@gmail.com,CALUX COMERCIAL LTDA,,03578434000161,SP,Ribeirão Preto,Ativa,MATERIAIS ESPORTIVOS - LEI 14.133/2021
eder@spotech.com.br,EDER BASTOS & CIA LTDA,SPOTECH INFORMATICA,31851052000103,SC,Lages,Ativa,EQUIPAMENTOS DE REDE DE DADOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)
comercial2@fprinter.com.br,BNB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,,08692456000171,SP,Catanduva,Ativa,SUPRIMENTOS PRA IMPRESSÃO - LEI 14.133/2021
contato@pneusoenning.com.br,COMERCIO DE PNEUS OENNING LTDA,PNEUS OENNING,03725261000167,SC,Rio Fortuna,Ativa,PNEUS E CORRELATOS - LEI 14.133/2021
escritoriowalterrech@brsulnetrs.com.br,PAS TIRE COMERCIO DE PNEUS LTDA,PAS TIRE,62273882000116,RS,Porto Alegre,Ativa,PNEUS E CORRELATOS - LEI 14.133/2021
contato@angularsaude.com.br,ANGULAR PRODUTOS PARA SAUDE LTDA,,24118004000137,PR,Pinhais,Ativa,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021
licitamedhabilitacao@gmail.com,LICITAMED PRIME COMERCIAL LTDA,,45203145000128,PR,Cambé,Ativa,"ARTIGOS MÉDICO HOSPITALARES, ODONTOLÓGICOS E DE FISIOTERAPIA - LEI 14.133/2021"
distribuidoratimbo@gmail.com,SUELEN DAIANE KANIS,SAO ROQUE DISTRIBUIDORA,23608114000114,SC,Timbó,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
leonardo@papexdobrasil.com.br,PAPEX DO BRASIL INDUSTRIA E COMERCIO LTDA.,PAPEX DO BRASIL,24069938000207,ES,Serra,Ativa,IMPRESSORAS - LEI 14.133/2021
i9empenhos@gmail.com,I9 COMERCIO DE SUPRIMENTOS DE INFORMATICA LTDA,I9 ACESSORIOS E SUPRIMENTOS DE INFORMATICA,41232530000142,RS,Serafina Corrêa,Ativa,SUPRIMENTOS PRA IMPRESSÃO - LEI 14.133/2021
dlblicitacoes@gmail.com,DLB COMERCIO DE PRODUTOS DE INFORMATICA LTDA,DLB VENDAS PUBLICAS,40708647000197,RO,Ariquemes,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, ELETRÔNICOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)"
cleberbridi@hotmail.com,BACH INDUSTRIA DE EMBALAGENS LTDA,BACH INDUSTRIA DE EMBALAGENS,37952094000109,SC,São Lourenço do Oeste,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
financeiro@ird.net.br,IRD PRODUTOS DE INFORMATICA LTDA,,10402061000139,SC,Navegantes,Ativa,EQUIPAMENTOS DE REDE DE DADOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)
alpha@vanguardlicitacoes.com.br,ALPHA GLOBAL COMERCIO LTDA,ALPHA GLOBAL,58530679000100,SC,Lages,Ativa,MATERIAIS DESCARTÁVEIS - LEI 14.133/2021
licitacao@digiplus.com.br,MEDIC LIFE DISTRIBUIDORA LTDA,MEDIC LIFE,31030858000122,SC,Turvo,Ativa,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021
ricardofogliatto@hotmail.com,RML PRODUTOS IMPORTADOS LTDA,RML PRODUTOS IMPORTADOS,44562943000264,RS,Porto Alegre,Ativa,"EQUIPAMENTOS DE INFORMÁTICA, ELETRÔNICOS E CORRELATOS - LEI 14.133/2021 (RENOVADO)"
bruna@bmiprosper.com.br,BMI PROSPER LTDA,BMI - PROSPER,14012375000186,SC,Florianópolis,Ativa,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021
